127.0.0.1 - - [19/Jan/2023:15:57:01 +0530] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:42:22 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 615
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:42:22 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 615
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:42:51 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:42:52 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:44:30 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:44:31 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:44:50 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 629
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:44:51 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 629
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:45:04 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:45:30 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 646
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:45:30 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 646
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:46:12 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:50:13 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:50:13 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:50:13 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 657
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:51:10 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:52:00 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:52:24 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:52:25 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:52:25 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:52:55 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:53:11 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 629
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:53:41 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:53:42 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:53:42 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:54:16 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 626
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:55:22 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 628
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:58:28 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 595
0:0:0:0:0:0:0:1 - - [19/Jan/2023:17:59:34 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 852
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:00:24 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 619
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:00:53 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 635
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:01:26 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:01:57 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 586
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:02:14 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 531
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:03:01 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 565
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:03:45 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 586
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:04:18 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 604
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:05:34 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:06:19 +0530] "POST /MedicalProject/ViewPage.jsp HTTP/1.1" 200 3583
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:06:19 +0530] "GET /MedicalProject/1.css HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:06:23 +0530] "GET /MedicalProject/home.jsp HTTP/1.1" 200 7234
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:06:35 +0530] "GET /MedicalProject/About.jsp HTTP/1.1" 200 1956
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:06:42 +0530] "GET /MedicalProject/services.jsp HTTP/1.1" 200 4027
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:06:53 +0530] "POST /MedicalProject/update.jsp HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:07:02 +0530] "GET /MedicalProject/contact.jsp HTTP/1.1" 200 1468
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:07:02 +0530] "GET /MedicalProject/home1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:07:06 +0530] "POST /MedicalProject/contactdata.jsp HTTP/1.1" 200 300
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:07:13 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:08:40 +0530] "POST /MedicalProject/ViewPage.jsp HTTP/1.1" 200 3589
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:08:40 +0530] "GET /MedicalProject/1.css HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:08:44 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:09:28 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:09:35 +0530] "POST /MedicalProject/ViewPage.jsp HTTP/1.1" 200 3632
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:09:35 +0530] "GET /MedicalProject/1.css HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:09:37 +0530] "GET /MedicalProject/visit.jsp HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:10:30 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:10:33 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:10:34 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:11:05 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:11:06 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:11:06 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:11:10 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:11:33 +0530] "GET /MedicalProject/Address.jsp HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:12:09 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:12:13 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:12:14 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:12:14 +0530] "GET /MedicalProject/vist.jsp HTTP/1.1" 404 1040
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:12:27 +0530] "POST /MedicalProject/ViewPage.jsp HTTP/1.1" 200 3635
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:12:27 +0530] "GET /MedicalProject/1.css HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:12:29 +0530] "GET /MedicalProject/Address.jsp HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:13:35 +0530] "POST /MedicalProject/ViewPage.jsp HTTP/1.1" 200 3591
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:13:35 +0530] "GET /MedicalProject/1.css HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:13:58 +0530] "POST /MedicalProject/ViewPage.jsp HTTP/1.1" 200 3594
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:13:58 +0530] "GET /MedicalProject/1.css HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:15:10 +0530] "GET /MedicalProject/home.jsp HTTP/1.1" 200 7234
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:15:17 +0530] "GET /MedicalProject/About.jsp HTTP/1.1" 200 1956
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:15:24 +0530] "GET /MedicalProject/services.jsp HTTP/1.1" 200 4027
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:15:34 +0530] "POST /MedicalProject/update.jsp HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:22:08 +0530] "GET /MedicalProject/home.jsp HTTP/1.1" 200 7234
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:22:51 +0530] "POST /MedicalProject/ViewPage.jsp HTTP/1.1" 200 3594
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:22:51 +0530] "GET /MedicalProject/1.css HTTP/1.1" 404 1034
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:22:56 +0530] "GET /MedicalProject/home.jsp HTTP/1.1" 200 7234
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:23:05 +0530] "GET /MedicalProject/About.jsp HTTP/1.1" 200 1956
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:23:12 +0530] "GET /MedicalProject/services.jsp HTTP/1.1" 200 4027
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:23:21 +0530] "POST /MedicalProject/update.jsp HTTP/1.1" 200 256
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:23:32 +0530] "GET /MedicalProject/contact.jsp HTTP/1.1" 200 1468
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:23:38 +0530] "POST /MedicalProject/contactdata.jsp HTTP/1.1" 200 300
0:0:0:0:0:0:0:1 - - [19/Jan/2023:18:23:46 +0530] "GET /MedicalProject/Address.jsp HTTP/1.1" 200 625
